,events,hit_distance_sc,launch_angle,launch_speed,estimated_ba_using_speedangle
726,field_out,227,40,71.3,0.454
881,field_out,89,20,45.5,0.214
945,double,320,15,108.2,0.711
1067,field_out,235,54,96.9,0.011
1146,single,157,6,103.1,0.614
1299,field_out,1,-75,76.6,0.237
1596,double,124,8,102.7,0.683
1659,field_out,5,-21,86.1,0.1
1024,field_out,345,38,96.6,0.12
1145,field_out,287,48,96.6,0.006
2157,home_run,405,28,108.6,0.986
2372,field_out,179,10,95.5,0.7
2543,field_out,3,-19,90.1,0.094
1657,sac_fly,349,37,91.8,0.054
1711,field_out,311,47,103.1,0.046
2355,single,271,15,107.7,0.711
1420,field_out,243,50,81.8,0.023
1827,fielders_choice,31,-1,100.3,0.386
1967,field_out,185,61,82.7,0.02
1483,field_out,338,19,100.9,0.38
1626,sac_fly,319,34,86.4,0.017
1739,triple,355,23,98.8,0.4
2025,single,229,11,108.1,0.903
2213,field_out,262,47,85.0,0.0
1766,single,1,-67,64.1,0.243
2032,field_out,1,-53,78.9,0.191
2308,double,50,1,91.3,0.309
0,field_out,414,24,103.6,0.823
13,single,160,3,96.0,0.474
1429,field_out,291,22,81.8,0.646
2211,field_out,2,-45,76.4,0.126
87,field_out,16,-6,82.2,0.126
1559,field_out,352,34,90.9,0.04
1693,field_error,1,-57,82.2,0.24
2537,double,192,9,104.4,0.754
112,field_out,336,31,94.9,0.154
132,field_out,207,55,82.7,0.026
165,field_out,10,-12,106.1,0.243
221,single,100,5,95.5,0.477
342,field_out,1,-66,71.6,0.266
381,field_out,257,45,85.4,0.006
452,grounded_into_double_play,8,-13,69.5,0.049
534,single,8,-15,97.0,0.197
573,single,263,11,106.7,0.891
638,field_out,2,-45,72.5,0.129
655,field_out,171,58,74.5,0.063
867,field_out,13,-10,110.0,0.329
959,field_out,5,-28,88.7,0.069
1069,field_out,3,-29,60.0,0.04
1289,field_out,3,-42,41.0,0.217
2141,field_out,67,2,91.6,0.391
2191,field_out,231,47,79.5,0.034
1565,field_out,0,-86,60.3,0.183
1765,home_run,410,28,102.8,0.757
2201,field_out,303,18,108.0,0.691
2367,field_out,353,20,97.0,0.277
1682,field_out,1,-67,49.3,0.217
1733,field_out,77,3,97.3,0.506
1829,home_run,392,28,103.0,0.757
2138,single,249,20,77.3,0.949
1870,field_out,60,4,77.4,0.231
2139,field_out,5,89,73.8,0.003
1746,field_out,130,7,90.0,0.491
1821,field_out,304,19,99.5,0.369
1957,double,178,15,77.8,0.717
1643,field_out,49,2,81.1,0.22
1668,field_out,137,6,94.5,0.494
1758,field_out,178,10,99.9,0.766
1434,fielders_choice_out,12,-9,102.8,0.3
1605,double,297,22,96.6,0.231
1757,field_out,11,83,68.1,0.006
1987,grounded_into_double_play,2,-36,96.2,0.103
2144,single,278,15,97.9,0.76
2181,single,113,5,109.1,0.649
2488,field_out,12,-12,98.9,0.223
2143,field_out,12,-14,84.6,0.111
51,double,335,18,108.1,0.691
193,single,169,8,97.0,0.617
1333,field_out,148,38,52.7,0.249
1390,single,152,19,66.8,0.649
1579,field_out,1,-60,65.3,0.274
1955,single,208,21,77.1,0.934
420,field_out,9,-13,93.9,0.166
520,field_out,108,5,98.2,0.554
443,field_out,380,34,102.7,0.571
525,home_run,409,26,102.5,0.766
590,single,59,1,105.6,0.466
611,field_out,79,4,83.3,0.283
531,field_out,217,57,92.3,0.006
646,field_out,38,1,77.6,0.154
718,field_out,55,-1,108.9,0.477
656,field_out,3,-23,93.4,0.089
660,single,266,15,89.8,0.94
801,field_out,3,-26,71.0,0.034
855,field_out,3,-34,96.4,0.111
951,home_run,436,23,113.3,0.966
982,single,216,19,74.1,0.903
1163,single,300,14,108.3,0.731
1218,field_out,25,87,46.8,0.003
1009,field_out,6,-12,104.0,0.266
1119,home_run,412,28,101.8,0.694
1144,field_out,334,35,90.5,0.037
1224,field_out,319,26,89.6,0.154
1281,single,184,14,80.7,0.7
1241,field_out,1,-67,67.0,0.246
1300,field_out,122,66,80.5,0.003
1428,field_out,173,9,92.2,0.617
1476,home_run,368,24,103.4,0.734
1615,field_error,15,-8,82.5,0.111
1405,field_out,35,-1,99.1,0.386
1861,field_out,12,-10,106.5,0.32
2180,double,277,10,109.2,0.871
2338,single,128,6,105.2,0.58
2113,field_out,6,-18,78.4,0.049
1685,field_out,4,-9,78.4,0.106
2250,single,2,-57,62.1,0.243
1430,field_out,268,36,76.7,0.089
1463,double,309,21,86.8,0.434
1560,force_out,8,-13,94.0,0.166
1782,field_out,158,9,86.8,0.454
1875,single,203,20,79.0,0.937
1687,field_out,241,44,75.6,0.12
2104,field_out,295,21,87.4,0.434
2465,force_out,83,4,101.7,0.574
16,single,115,9,83.0,0.446
113,field_out,7,-15,86.7,0.109
154,field_out,332,31,86.7,0.043
239,field_out,186,63,90.9,0.009
270,field_out,9,-15,90.9,0.16
309,double,251,16,97.8,0.646
131,field_out,97,71,91.1,0.011
230,field_out,9,-13,45.2,0.2
390,field_out,147,17,63.5,0.411
492,home_run,416,29,101.6,0.631
595,single,286,15,108.1,0.711
696,field_out,212,47,66.4,0.24
352,field_out,96,5,85.2,0.403
406,field_out,9,-10,90.7,0.163
722,field_out,171,61,73.6,0.02
865,field_out,284,43,82.3,0.026
878,field_out,13,-11,99.8,0.269
942,double,283,15,105.5,0.611
871,field_out,338,29,87.5,0.071
964,field_out,8,-13,100.8,0.243
988,field_out,374,27,95.7,0.263
1175,field_out,281,47,89.3,0.009
980,field_out,5,-20,61.8,0.037
1039,field_out,3,-32,73.3,0.054
1071,field_out,41,-1,103.0,0.409
1205,field_out,180,32,59.4,0.54
1274,field_out,380,17,109.8,0.737
1371,field_out,2,-38,69.1,0.091
1326,double,293,17,101.9,0.489
1468,field_out,331,33,90.6,0.06
1526,field_out,1,-58,75.5,0.24
1763,field_out,93,9,71.5,0.229
1947,field_out,48,1,91.4,0.309
1541,single,90,4,100.6,0.586
1934,single,216,10,110.3,0.874
2206,field_out,227,54,86.8,0.011
1954,single,238,11,106.7,0.891
2095,single,5,-22,84.8,0.074
2163,double_play,155,6,106.7,0.603
2368,fielders_choice,7,-10,81.1,0.114
2484,single,243,22,81.0,0.711
1525,field_out,21,-2,84.1,0.189
1939,single,215,9,109.4,0.811
2270,field_out,181,57,73.5,0.077
60,single,234,29,69.9,0.877
84,single,2,-60,47.1,0.209
7,field_out,3,-29,86.0,0.049
67,field_out,25,-5,103.9,0.357
166,field_out,359,28,93.1,0.131
148,field_out,360,38,98.8,0.154
189,single,181,6,110.9,0.714
277,field_out,360,22,103.7,0.743
314,field_out,216,51,75.1,0.1
347,grounded_into_double_play,12,-9,98.9,0.274
358,single,255,16,98.8,0.586
348,field_out,8,-13,72.1,0.051
371,triple,356,36,96.4,0.14
427,field_out,272,32,76.3,0.263
421,field_out,286,27,89.6,0.1
523,field_out,347,21,101.6,0.529
536,field_out,27,-2,74.7,0.103
704,field_out,358,25,96.8,0.351
694,single,259,29,75.6,0.397
754,field_out,11,-11,81.1,0.106
851,field_out,91,74,96.9,0.017
766,force_out,10,-13,78.0,0.086
798,force_out,5,-10,61.6,0.091
955,single,237,13,94.0,0.937
1023,field_out,5,-26,84.2,0.043
1034,grounded_into_double_play,7,-13,82.0,0.114
1115,single,128,11,79.0,0.423
1376,home_run,418,22,111.5,0.957
1438,force_out,2,-39,75.2,0.106
1490,single,108,7,88.8,0.469
1533,field_out,3,-26,99.4,0.103
1762,fielders_choice_out,3,-30,66.4,0.04
1979,double,365,18,107.2,0.62
1988,field_out,276,27,84.1,0.129
2322,field_out,19,-4,105.1,0.383
1377,field_out,314,33,84.1,0.026
1444,single,250,24,76.8,0.737
1727,field_out,273,40,82.4,0.023
1983,field_out,281,20,88.2,0.489
2030,field_out,8,-12,77.6,0.094
1111,field_out,344,17,105.8,0.551
1198,field_out,343,35,97.0,0.18
1284,single,244,19,83.7,0.786
2493,field_out,309,18,99.9,0.411
469,sac_fly,306,32,85.4,0.031
542,double,260,19,94.3,0.349
551,single,239,20,80.8,0.877
587,single,210,15,87.6,0.946
669,field_out,5,-21,67.6,0.051
693,double,396,26,103.2,0.766
747,double,156,8,107.5,0.729
863,single,6,-25,92.3,0.071
1388,force_out,37,-1,92.8,0.3
1477,single,171,9,104.9,0.771
2237,single,165,10,91.5,0.683
2409,single,199,10,105.3,0.82
880,field_out,3,-40,88.0,0.066
1013,field_out,95,69,69.7,0.0
1113,double,26,-3,94.0,0.28
14,field_out,38,-2,87.5,0.203
21,single,169,9,87.9,0.529
50,single,53,0,106.2,0.446
94,field_out,300,17,99.7,0.451
139,field_out,13,-9,88.7,0.151
1170,field_out,2,-41,72.7,0.117
1270,field_out,301,19,96.6,0.329
1411,field_out,297,18,97.4,0.403
286,field_out,166,57,76.3,0.074
297,field_out,363,35,97.1,0.18
1529,field_out,349,29,93.9,0.146
1735,single,252,15,91.4,0.92
2315,field_out,2,-44,73.1,0.117
385,field_out,182,64,92.8,0.011
388,field_out,309,36,94.9,0.114
404,field_out,4,-32,100.0,0.103
2345,field_out,118,8,94.9,0.58
2483,field_out,127,15,70.1,0.494
559,double,289,11,112.9,0.843
661,single,105,6,99.9,0.651
683,single,198,9,102.7,0.743
744,field_out,16,-4,77.9,0.114
960,field_out,347,21,101.8,0.529
1049,sac_fly,274,39,80.5,0.023
1240,single,120,6,109.1,0.669
1304,fielders_choice,3,-30,86.7,0.054
1035,field_out,175,55,75.5,0.086
1336,field_out,319,46,97.3,0.011
2245,field_out,341,39,99.0,0.146
1721,double,393,22,107.3,0.857
1918,single,222,14,105.8,0.7
2111,field_out,4,-20,91.3,0.1
3926,field_out,212,60,98.6,0.02
2366,field_out,199,60,85.1,0.026
2790,field_out,392,32,99.7,0.443
1916,field_out,254,48,79.4,0.054
2834,field_out,411,29,101.7,0.631
3164,field_out,328,22,95.4,0.206
2915,field_out,212,53,75.7,0.091
3215,field_out,242,55,90.1,0.009
3390,field_out,399,29,99.6,0.506
59,field_out,278,50,99.2,0.006
136,double,305,19,99.6,0.369
277,field_out,251,55,95.8,0.011
3704,field_out,146,61,69.0,0.014
3887,single,131,8,96.5,0.617
1870,field_out,310,43,87.7,0.009
1957,home_run,394,25,104.9,0.889
3217,single,22,-4,76.7,0.109
3679,single,256,16,88.5,0.914
372,field_out,6,-24,92.7,0.086
438,field_out,15,-11,71.0,0.069
460,field_out,1,-62,71.4,0.251
613,single,77,3,95.5,0.429
2495,field_out,3,-28,73.2,0.04
3212,field_out,8,-17,88.9,0.111
3551,home_run,420,34,104.6,0.697
705,field_out,6,-17,97.5,0.157
833,field_out,210,56,76.6,0.083
746,field_out,322,31,90.4,0.054
1123,home_run,413,29,100.6,0.611
1163,field_out,221,50,75.1,0.089
855,field_out,158,63,86.3,0.006
1005,field_out,12,-11,103.0,0.26
1370,field_out,42,1,78.9,0.177
1200,field_out,1,-64,43.7,0.206
1235,force_out,6,-14,90.1,0.123
1392,single,78,3,102.2,0.56
1682,field_out,2,-40,101.7,0.094
1980,single,217,16,88.4,0.926
2137,field_out,297,22,87.2,0.343
2292,field_out,294,40,85.0,0.02
2644,home_run,404,27,98.3,0.42
1636,field_out,247,52,89.4,0.017
2025,field_out,22,-5,106.4,0.386
2869,field_out,390,33,97.8,0.251
3509,field_out,121,61,56.7,0.006
3981,field_out,61,3,88.8,0.323
2427,field_out,2,-40,67.9,0.12
2944,grounded_into_double_play,95,16,50.1,0.211
3587,single,227,26,70.6,0.909
3835,double,269,23,87.9,0.237
4026,single,30,-1,93.0,0.3
1972,home_run,398,23,114.4,0.969
2316,field_out,224,43,73.1,0.234
3564,field_out,68,7,72.5,0.226
3867,double,340,19,102.1,0.451
1946,single,205,24,71.2,0.926
2026,field_out,130,8,96.1,0.6
2074,home_run,407,32,99.4,0.366
2767,single,238,30,75.4,0.451
2108,single,267,15,100.0,0.683
2462,field_out,74,9,61.4,0.211
2772,double,265,22,88.1,0.303
3168,field_out,156,61,82.1,0.023
703,field_out,156,15,70.9,0.543
129,field_out,352,37,95.7,0.143
207,single,176,12,99.4,0.906
890,single,11,-11,97.1,0.203
1045,field_out,280,22,92.0,0.194
1061,field_out,6,-32,65.1,0.049
1203,single,128,8,98.5,0.634
243,field_out,186,59,91.6,0.006
279,double,250,30,75.7,0.363
359,field_out,15,-8,96.8,0.229
1353,field_out,2,-43,69.1,0.154
1367,grounded_into_double_play,4,-21,103.8,0.2
1556,single,117,6,107.3,0.603
649,single,104,4,103.6,0.543
873,field_out,321,28,90.1,0.094
951,single,200,13,104.5,0.783
1580,field_out,20,-3,87.1,0.183
1752,field_out,281,47,96.9,0.006
1843,field_out,307,24,92.4,0.16
1049,field_out,115,5,97.8,0.554
1115,field_out,229,56,95.0,0.009
1270,field_out,198,56,87.6,0.009
1987,field_out,81,77,78.3,0.009
2328,home_run,397,26,104.4,0.829
2733,field_out,9,-17,103.4,0.217
2842,field_out,7,-13,92.1,0.137
3840,field_out,2,-56,61.3,0.237
4101,field_out,1,-71,29.8,0.209
3317,field_out,244,40,75.2,0.157
3593,field_out,26,-4,75.1,0.091
3432,field_out,236,50,81.4,0.037
3839,field_out,266,42,77.3,0.094
4068,field_out,10,-15,89.9,0.129
887,field_out,0,-84,36.4,0.151
936,field_out,364,33,95.3,0.12
3901,field_out,264,48,92.7,0.0
1780,single,237,10,99.7,0.766
2537,single,12,-7,110.0,0.4
1150,field_out,12,-7,67.6,0.091
1192,field_out,1,-52,62.0,0.229
1284,field_out,274,49,99.8,0.011
1379,double,339,16,103.5,0.531
3742,field_out,133,52,55.2,0.046
3894,single,216,15,89.4,0.96
193,field_out,315,32,88.7,0.04
1520,field_out,67,1,109.9,0.534
1833,field_out,219,49,79.6,0.046
199,field_out,66,3,92.6,0.417
329,field_out,222,46,79.5,0.049
380,field_out,32,0,71.2,0.117
424,single,226,26,72.5,0.874
2066,field_out,344,19,103.6,0.526
628,field_out,2,-35,51.6,0.129
3605,field_out,286,34,91.7,0.051
287,double,367,19,101.8,0.451
458,double,347,23,103.7,0.789
490,double,330,23,94.4,0.174
547,field_out,4,-27,85.4,0.043
652,home_run,389,25,105.4,0.889
1030,single,271,14,100.5,0.771
1126,field_out,46,2,83.1,0.229
1187,field_out,8,-15,104.4,0.229
698,field_out,18,-5,99.2,0.289
813,field_out,3,-30,62.7,0.046
825,field_out,280,42,82.5,0.023
1266,field_out,113,12,66.5,0.311
1462,field_out,18,-5,73.1,0.089
1118,double,271,18,110.8,0.8
1209,single,208,15,80.5,0.803
1620,field_out,320,20,104.2,0.557
1708,grounded_into_double_play,,,,
1822,field_out,349,21,96.7,0.254
2862,single,150,7,93.7,0.5
3606,field_out,4,-13,63.6,0.057
3956,field_out,347,15,111.4,0.714
2673,home_run,433,28,108.0,0.98
3177,field_out,335,17,106.5,0.551
3330,single,304,19,95.5,0.349
3921,field_out,2,-28,71.0,0.034
3348,field_out,98,72,93.4,0.011
3127,field_out,291,40,83.0,0.026
3503,field_out,217,43,70.2,0.354
3988,field_out,271,19,90.9,0.46
1827,field_out,217,51,80.5,0.049
2430,field_out,288,47,95.5,0.003
2680,field_out,174,61,90.8,0.006
2205,single,2,-58,51.7,0.226
2271,single,189,13,80.0,0.591
2619,force_out,48,8,46.7,0.149
3975,field_out,303,31,80.9,0.071
3185,field_out,265,47,84.9,0.0
3745,home_run,444,28,108.3,0.98
3931,single,8,-14,108.2,0.229
4116,field_out,58,2,83.9,0.286
17,field_out,2,-42,100.3,0.097
24,field_out,120,8,90.4,0.537
37,field_out,258,44,83.1,0.009
42,sac_fly,313,29,86.9,0.063
103,single,210,13,108.3,0.846
142,single,242,20,88.3,0.489
168,field_out,152,53,61.4,0.066
118,field_out,331,44,100.3,0.046
245,field_out,217,45,73.5,0.154
242,field_out,257,50,95.9,0.0
350,single,177,10,93.3,0.689
564,field_out,79,4,95.5,0.494
253,field_out,291,29,80.6,0.111
379,double,294,19,100.6,0.38
557,field_out,302,26,86.8,0.089
617,force_out,4,-27,56.2,0.074
728,single,138,10,98.7,0.743
671,field_out,264,41,85.2,0.02
730,home_run,396,31,102.9,0.643
743,field_out,14,-8,74.9,0.08
804,double,158,12,95.6,0.889
1083,double,343,41,100.1,0.117
1113,field_out,4,-28,95.6,0.094
1153,field_out,328,40,98.6,0.114
1382,field_out,63,4,76.8,0.231
1490,grounded_into_double_play,20,-6,93.0,0.217
1685,single,101,4,93.5,0.414
2117,field_out,278,31,84.4,0.046
2265,field_out,287,21,84.5,0.549
2241,field_out,241,36,71.5,0.471
2728,field_out,220,50,88.8,0.014
3234,single,9,-14,99.0,0.211
3820,field_out,165,24,58.7,0.48
2641,field_out,18,-7,93.8,0.217
2773,field_out,42,80,87.7,0.014
3574,field_out,7,-17,83.6,0.097
2335,field_out,9,-15,92.0,0.163
3094,field_out,272,53,90.4,0.02
3337,field_out,32,-2,98.8,0.351
2980,grounded_into_double_play,5,-26,105.2,0.126
3174,single,94,4,96.7,0.549
2285,single,21,-5,96.7,0.274
2513,home_run,395,27,96.7,0.34
2985,field_out,195,60,81.2,0.034
3276,field_out,304,21,91.5,0.26
3538,double,264,15,105.8,0.611
1767,field_out,358,32,89.6,0.046
3828,single,116,6,87.6,0.429
1759,single,12,-9,76.1,0.086
1910,field_out,379,25,96.2,0.26
3701,force_out,81,6,71.3,0.166
2071,field_out,134,68,78.9,0.006
3311,single,105,5,95.7,0.509
2311,field_out,13,-10,89.6,0.163
2924,field_out,346,34,90.1,0.031
3347,field_out,1,-59,61.9,0.257
3718,home_run,417,30,100.2,0.503
178,field_out,336,25,88.7,0.134
184,single,222,41,67.0,0.469
237,grounded_into_double_play,8,-26,85.1,0.049
3548,field_out,23,-3,67.5,0.091
4092,home_run,394,32,94.7,0.134
145,single,48,0,99.7,0.429
321,single,60,2,91.3,0.343
579,triple,264,16,95.7,0.677
608,field_out,324,25,89.3,0.134
464,field_out,334,30,85.1,0.069
655,double,380,26,97.4,0.331
711,field_out,380,22,97.0,0.231
848,field_out,341,25,90.3,0.16
669,force_out,7,-17,101.0,0.169
860,field_out,342,40,94.1,0.031
1038,field_out,352,16,102.2,0.529
1085,single,104,8,77.2,0.334
1432,field_out,349,20,106.4,0.694
1237,grounded_into_double_play,7,-16,98.6,0.143
1470,field_out,355,26,95.3,0.191
1645,single,219,29,66.7,0.914
1896,single,113,6,101.4,0.663
1932,field_out,4,-26,88.3,0.06
1448,field_out,15,-10,76.1,0.083
1846,single,205,14,78.1,0.603
2488,field_out,362,17,104.0,0.509
3015,single,136,5,98.9,0.577
2382,field_out,7,-23,98.4,0.114
2493,field_out,169,34,55.3,0.354
2500,field_out,4,-34,72.8,0.074
2847,home_run,437,36,106.6,0.663
3751,field_out,72,3,104.2,0.517
3979,field_out,10,-6,75.1,0.086
2961,field_out,0,-81,71.3,0.186
3436,field_out,15,-10,67.9,0.071
3138,field_out,2,-35,104.5,0.103
3859,field_out,108,7,90.7,0.509
1869,single,113,10,82.4,0.466
2296,field_out,146,66,82.0,0.006
2437,fielders_choice,29,-2,99.5,0.351
2816,single,256,13,97.5,0.926
3570,single,24,-5,100.5,0.274
3504,field_out,344,20,101.0,0.42
3843,field_out,97,73,76.8,0.006
2674,grounded_into_double_play,53,2,87.0,0.34
2122,field_out,284,16,98.7,0.586
4069,field_out,319,43,96.3,0.017
3684,single,228,21,74.4,0.949
337,force_out,7,-15,73.4,0.054
505,force_out,4,-19,55.6,0.077
530,single,236,13,96.4,0.92
3144,field_out,295,21,100.9,0.454
3320,single,252,10,109.9,0.874
956,single,118,4,100.7,0.586
1125,field_out,353,22,101.3,0.483
1210,field_out,163,62,83.3,0.011
596,field_out,3,-27,105.2,0.117
624,field_out,307,33,90.5,0.06
733,field_out,170,48,67.4,0.186
1241,field_out,7,-19,77.8,0.046
1254,single,70,2,102.2,0.52
1502,field_out,336,26,91.7,0.14
1611,force_out,3,-35,98.1,0.111
790,field_out,251,53,91.2,0.017
1289,field_out,293,34,91.0,0.04
2188,single,141,8,105.3,0.691
2399,field_out,389,35,103.1,0.554
1482,field_out,69,3,96.7,0.506
1633,field_out,264,28,76.3,0.457
1818,field_out,291,30,80.7,0.077
2491,field_out,85,2,107.1,0.494
2712,field_out,231,56,86.7,0.02
2951,field_out,3,-26,103.4,0.137
1961,field_out,24,-1,74.1,0.106
2660,field_out,1,-76,61.0,0.191
3044,single,137,7,90.2,0.491
3567,home_run,383,32,100.8,0.534
4052,single,238,13,97.8,0.891
3590,field_out,23,-3,70.3,0.091
3766,field_out,81,5,85.6,0.426
3872,home_run,385,27,102.8,0.76
4110,field_out,236,53,94.9,0.006
2683,field_out,326,28,87.4,0.08
2805,field_out,249,22,78.5,0.823
1714,field_out,64,87,67.7,0.006
1942,field_out,9,-11,79.0,0.109
2030,field_out,207,54,81.5,0.029
3016,field_out,20,-6,85.0,0.117
3414,triple,228,13,102.3,0.894
3670,field_out,142,64,73.6,0.006
3889,single,11,-14,50.7,0.114
2110,field_out,119,13,74.1,0.383
3025,double,375,28,96.0,0.249
3508,field_out,263,54,91.0,0.014
3270,grounded_into_double_play,11,-6,82.7,0.129
3986,single,2,-39,71.9,0.109
2617,field_out,287,24,84.9,0.24
3423,field_out,149,7,93.0,0.514
3898,field_out,315,32,87.0,0.034
2411,force_out,9,-11,101.3,0.274
2676,force_out,11,-10,78.6,0.117
3973,single,133,5,105.7,0.563
413,field_out,405,29,103.6,0.791
729,field_out,323,40,92.6,0.023
756,home_run,355,39,100.2,0.174
934,single,236,14,106.0,0.7
84,field_out,13,-11,71.1,0.069
99,double,322,17,101.2,0.423
175,field_out,288,27,82.0,0.18
999,field_out,3,-41,83.7,0.066
1139,home_run,343,32,95.0,0.134
1184,field_out,77,3,92.8,0.417
1211,field_out,271,48,87.5,0.006
433,field_out,236,47,77.6,0.063
861,field_out,59,2,95.4,0.434
1277,field_out,99,72,86.4,0.006
1305,field_out,199,50,70.9,0.146
1425,field_out,2,-22,82.2,0.046
910,field_out,396,23,104.0,0.789
1088,field_out,318,44,99.2,0.031
1164,field_out,22,-6,82.8,0.129
1622,single,48,1,82.6,0.209
1823,field_out,107,11,76.7,0.369
1472,field_out,202,57,87.2,0.026
1691,double,357,28,95.6,0.249
1992,field_out,387,26,101.1,0.6
2216,field_out,127,66,75.5,0.009
2717,single,219,28,66.5,0.934
2912,single,212,12,91.3,0.84
3744,single,178,13,87.1,0.823
2291,field_out,224,37,70.9,0.503
2439,field_out,13,-11,72.3,0.066
3676,field_out,357,24,94.6,0.171
2371,sac_fly,288,40,83.0,0.026
2732,single,136,10,80.3,0.389
2830,double,291,35,81.9,0.029
1813,field_out,319,20,98.4,0.274
2249,field_out,107,72,70.3,0.006
2339,force_out,6,-22,100.6,0.166
3460,double,155,10,94.0,0.686
3298,sac_bunt,24,47,18.7,0.12
3475,single,214,12,92.6,0.871
3435,single,4,-16,108.8,0.206
44,single,51,2,94.7,0.434
81,field_out,2,-34,66.8,0.06
3928,field_out,317,40,97.0,0.063
3430,single,2,-53,66.5,0.254
173,field_out,247,56,99.0,0.017
267,field_out,9,-17,83.5,0.097
3630,single,61,2,83.6,0.286
4059,field_out,196,10,94.5,0.686
507,home_run,395,24,104.7,0.869
520,field_out,103,76,78.8,0.011
550,field_out,176,9,105.0,0.771
643,double,279,20,96.5,0.269
651,field_out,374,24,102.5,0.683
685,grounded_into_double_play,36,-1,98.5,0.349
723,single,130,9,95.2,0.597
817,field_out,261,37,78.7,0.04
1000,field_out,282,45,90.3,0.009
1025,single,60,1,102.3,0.5
967,field_out,175,32,57.9,0.463
1151,single,271,14,101.8,0.754
1307,home_run,374,29,103.3,0.717
1152,field_out,2,-29,,
1431,field_out,1,-59,36.5,0.249
1626,double,123,6,104.0,0.6
1697,field_out,239,47,83.9,0.003
2168,field_out,109,75,90.5,0.009
2262,single,232,14,95.3,0.914
1650,sac_fly,275,48,90.0,0.006
1796,single,233,39,76.3,0.117
1936,field_out,291,13,109.9,0.834
2004,field_error,211,58,86.0,0.026
2967,double,303,17,100.9,0.423
3596,field_out,394,29,100.6,0.611
2972,double,273,18,93.1,0.503
3052,field_out,2,-40,83.2,0.069
4166,field_out,232,55,94.6,0.009
3043,field_out,103,7,93.3,0.514
3260,field_out,146,57,65.3,0.029
3247,field_out,5,-26,97.1,0.086
1399,field_out,230,46,80.9,0.026
1467,field_out,144,9,81.9,0.44
1854,single,25,-4,88.2,0.163
2516,single,30,-4,92.0,0.197
113,field_out,0,-78,48.7,0.157
122,field_out,18,-2,70.5,0.097
186,field_out,46,0,109.7,0.494
248,single,30,-3,105.7,0.403
2867,field_out,12,-8,89.7,0.166
2974,field_out,5,-28,28.8,0.274
3339,field_out,6,-20,71.8,0.046
296,field_out,18,-7,100.7,0.286
398,field_out,11,-13,95.6,0.174
465,field_out,269,42,90.6,0.003
1534,field_out,205,54,95.3,0.006
1603,field_out,5,-20,82.2,0.049
